name,code
Cewka SMD ekranowana 47 uH 0.5 A,LUE6BR
Rezonator kwarcowy 16 MHz HC-49 30 ppm,0L5NAO
Uklad logiczny 74HC08 TSSOP-14 standard,2G5Q89
Wzmacniacz operacyjny OPA2134 TSSOP-8 niskoszumny,LQWSLU
Mikrokontroler ATtiny85 DIP 16 MHz,V8GNWN
Czujnik temperatury NTC 100k sonda,0GUI6V
Przekaznik Omron G5V cewka 12 V styk 1A,QGAVTH
Bezpiecznik zwloczny 3.15 A,VMIZQ5
Zlacze JST-XH 8 pin,AJ11I5
Przelacznik dip-switch 2 pozycje,UHQJ59
Wyswietlacz LCD 122x32 graficzny,ENVMFJ
Rezystor metalizowany 2.2 ohm 0.25 W 0.25%,2UZW8A
Rezystor SMD 10 ohm 0603 2% precyzyjny,1AZUF8
Potencjometr obrotowy 20 kOhm precyzyjny SMD,86J8PX
Kondensator ceramiczny 22 pF 100 V C0G,DG9BV9
Kondensator elektrolityczny 2.2 uF 25 V osiowy,Y09LZP
Kondensator foliowy 4.7 nF 100 V MKP,AX7G88
Dioda prostownicza 1N4004 SMB 2 A,ZVNMFG
Dioda Schottky SS14 SMA 1 A,C2NQMS
Dioda Zenera 5.1 V 0.5 W SOD-123,MLA4MH
Dioda LED czerwona 1206 ciepla,F3IEH2
Tranzystor NPN BC549 SOT-23 uniwersalny,8MU8SY
Tranzystor PNP BC559 SOT-23 uniwersalny,GOQHTR
Tranzystor MOSFET N-kanal 2N7002 SOT-23 niski Rds(on),K83UAG
Tranzystor MOSFET P-kanal IRLML6402 SO-8 niski Rds(on),ZZUH9M
Stabilizator napiecia 7812 TO-92 uniwersalny,KS0UNQ
Cewka SMD ekranowana 47 uH 1 A,BFSMUL
Rezonator kwarcowy 16 MHz HC-49 50 ppm,HTTE9C
Uklad logiczny 74HC08 TSSOP-14 przemyslowy,224ANY
Wzmacniacz operacyjny OPA2134 TSSOP-8 rail-to-rail,DXKZ8N
Mikrokontroler ATtiny85 DIP 48 MHz,UR53AL
Czujnik temperatury NTC 100k przemyslowy,CE454D
Przekaznik Omron G5V cewka 12 V styk 1C,HMSPZ2
Bezpiecznik zwloczny 5 A,LRLM31
Zlacze JST-XH 10 pin,VJ31XV
Przelacznik dip-switch 3 pozycje,39ADJ6
Wyswietlacz LED 14-segmentowy czerwony,AWH1PT
Rezystor metalizowany 2.2 ohm 0.5 W 1%,IAL07Z
Rezystor SMD 10 ohm 0603 5% niski szum,AMQJLE
Potencjometr obrotowy 50 kOhm liniowy THT,7G34BO
Kondensator ceramiczny 22 pF 100 V Y5V,VCF903
Kondensator elektrolityczny 2.2 uF 25 V Low ESR,YKI3Q2
Kondensator foliowy 4.7 nF 100 V PPS,ZCFIJE
Dioda prostownicza 1N4004 SMC 1 A,C8KKGN
Dioda Schottky SS14 SMB 0.5 A,OI24KG
Dioda Zenera 5.1 V 0.5 W SMA,H888US
Dioda LED zielona 3 mm standard,V7U2M9
Tranzystor NPN BC549 SOT-23 wysokie wzmocnienie,FV7HXD
Tranzystor PNP BC559 SOT-23 wysokie wzmocnienie,FGEXRF
Tranzystor MOSFET N-kanal 2N7002 SO-8 logic level,65HD3U
Tranzystor MOSFET P-kanal IRLML6402 TO-252 logic level,F47JX8
Stabilizator napiecia 7812 TO-220 liniowy,O8TF3C
Cewka SMD ekranowana 100 uH 0.5 A,23ARO0
Rezonator kwarcowy 16 MHz SMD 3225 20 ppm,EQSREH
Uklad logiczny 74HC08 DIP-16 standard,TG9S4Z
Wzmacniacz operacyjny MCP6002 DIP-8 niskoszumny,2Q3RM2
Mikrokontroler ATtiny85 TQFP 8 MHz,B5R91E
Czujnik temperatury PT100 TO-92,5UJFOX
Przekaznik Omron G5V cewka 24 V styk 1A,COY468
Zlacze USB-C 2 pin,I994PO
Przelacznik dip-switch SPST,WWXTH6
Rezystor metalizowany 2.2 ohm 0.5 W 2%,GG90PR
Rezystor SMD 10 ohm 0603 5% standard,2B582U
Potencjometr obrotowy 50 kOhm liniowy SMD,XR0Y86
Kondensator ceramiczny 22 pF 100 V NP0,1M949C
Kondensator elektrolityczny 2.2 uF 25 V 105C,UF5LU5
Kondensator foliowy 4.7 nF 100 V pulsowy,R9JTP5
Dioda prostownicza 1N4004 SMC 2 A,MUUNL2
Dioda Schottky SS14 SMB 1 A,APU0HG
Dioda Zenera 5.1 V 0.5 W MELF,YUOY34
Dioda LED zielona 3 mm jasna,BC26CG
Tranzystor NPN BC549 SOT-23 szybki,KFEG06
Tranzystor PNP BC559 SOT-23 szybki,V0YY68
Tranzystor MOSFET N-kanal 2N7002 SO-8 niski Rds(on),19WCAA
Tranzystor MOSFET P-kanal IRLML6402 TO-252 niski Rds(on),77FXV9
Stabilizator napiecia 7812 TO-220 niski spadek,KM9FNJ
Cewka SMD ekranowana 100 uH 1 A,JLGNND
Rezonator kwarcowy 16 MHz SMD 3225 30 ppm,YV9HLK
Uklad logiczny 74HC08 DIP-16 przemyslowy,T86NJX
Wzmacniacz operacyjny MCP6002 DIP-8 rail-to-rail,3VOZGW
Mikrokontroler ATtiny85 TQFP 16 MHz,OSNHGP
Czujnik temperatury PT100 wodoodporny,3XVGX5
Przekaznik Omron G5V cewka 24 V styk 1C,LQ19Q0
Zlacze USB-C 3 pin,PAMR9J
Przelacznik dip-switch SPDT,N7JFT7
Rezystor metalizowany 2.2 ohm 0.5 W 5%,Y3OLOB
Rezystor SMD 10 ohm 0603 5% wysoka stabilnosc,UB9TBR
Potencjometr obrotowy 50 kOhm logarytmiczny THT,YLCY7V
Kondensator ceramiczny 47 pF 16 V X7R,ERWKLA
Kondensator elektrolityczny 4.7 uF 6.3 V radialny,6CC3KK
Kondensator foliowy 4.7 nF 250 V MKT,U5T5NQ
Dioda prostownicza 1N4005 DO-41 1 A,XU12YP
Dioda Schottky SS24 DO-41 0.5 A,RLFA3A
Dioda Zenera 5.1 V 1 W DO-35,1VDONT
Dioda LED zielona 3 mm superjasna,SCBA0B
Tranzystor NPN BC549 TO-18 niskoszumny,2MJAQE
Tranzystor PNP BC559 TO-18 niskoszumny,M8W9A8
Tranzystor MOSFET N-kanal IRLML6344 TO-220 logic level,B7GSLU
Tranzystor MOSFET P-kanal FQP27P06 TO-220 logic level,ZEMX1B
Stabilizator napiecia 7812 TO-220 uniwersalny,9QLTWJ
Cewka SMD ekranowana 220 uH 0.5 A,IFLMFR
Rezonator kwarcowy 16 MHz SMD 3225 50 ppm,YXJOX9
Uklad logiczny 74HC14 DIP-14 standard,JK5I06
Wzmacniacz operacyjny MCP6002 SOIC-8 niskoszumny,FWDPZP
Mikrokontroler ATtiny85 TQFP 48 MHz,EKIBG6
Czujnik temperatury PT100 SMD 0603,HP6P1X
Przekaznik HF46F cewka 5 V styk 1A,MW2GJZ
Zlacze USB-C 4 pin,9TBANJ
Rezystor metalizowany 2.2 ohm 0.5 W 10%,WFG52D
Rezystor SMD 10 ohm 0603 5% motoryzacyjny,K7F21X
Potencjometr obrotowy 50 kOhm logarytmiczny SMD,44K8R4
Kondensator ceramiczny 47 pF 16 V C0G,IVGZG1
Kondensator elektrolityczny 4.7 uF 6.3 V osiowy,KDPGAZ
Kondensator foliowy 4.7 nF 250 V MKP,FMIFYG
Dioda prostownicza 1N4005 DO-41 2 A,BNZEUF
Dioda Schottky SS24 DO-41 1 A,6C9ADT
Dioda Zenera 5.1 V 1 W SOD-123,9M75QJ
Dioda LED zielona 3 mm dyfuzyjna,Z7WAK8
Tranzystor NPN BC549 TO-18 uniwersalny,3X7MCM
Tranzystor PNP BC559 TO-18 uniwersalny,HMGXYY
Tranzystor MOSFET N-kanal IRLML6344 TO-220 niski Rds(on),C0ER3H
Tranzystor MOSFET P-kanal FQP27P06 TO-220 niski Rds(on),BPDFJS
Stabilizator napiecia 7812 SOT-223 liniowy,QWFHZK
Cewka SMD ekranowana 220 uH 1 A,BGK4L9
Rezonator kwarcowy 16 MHz SMD 5032 20 ppm,6IR6FY
Uklad logiczny 74HC14 DIP-14 przemyslowy,NW7Q4P
Wzmacniacz operacyjny MCP6002 SOIC-8 rail-to-rail,78KJDQ
Mikrokontroler ATtiny85 QFN 8 MHz,PGJSOA
Czujnik temperatury PT100 przewlekany,VG2QAJ
Przekaznik HF46F cewka 5 V styk 1C,2SFYLF
Zlacze USB-C 6 pin,D60UER
Rezystor metalizowany 2.2 ohm 0.5 W 0.5%,9NWJCV
Rezystor SMD 10 ohm 0603 5% przemyslowy,DWJHCS
Potencjometr obrotowy 50 kOhm precyzyjny THT,X37MQA
Kondensator ceramiczny 47 pF 16 V Y5V,9134U0
Kondensator elektrolityczny 4.7 uF 6.3 V Low ESR,2W61FH
Kondensator foliowy 4.7 nF 250 V PPS,6KW2M1
Dioda prostownicza 1N4005 SMA 1 A,0HC1BG
Dioda Schottky SS24 SOD-123 0.5 A,7OESKW
Dioda Zenera 5.1 V 1 W SMA,YDVTR5
Dioda LED zielona 3 mm clear,7V2M82
Tranzystor NPN BC549 TO-18 wysokie wzmocnienie,CO2XT5
Tranzystor PNP BC559 TO-18 wysokie wzmocnienie,NZ8VUA
Tranzystor MOSFET N-kanal IRLML6344 TO-252 logic level,SOWKOG
Tranzystor MOSFET P-kanal FQP27P06 SOT-23 logic level,MZYG0Z
Stabilizator napiecia 7812 SOT-223 niski spadek,2WE9QP
Cewka SMD ekranowana 470 uH 0.5 A,V4BO7G
Rezonator kwarcowy 16 MHz SMD 5032 30 ppm,3C36L6
Uklad logiczny 74HC14 SOIC-14 standard,TQXMXM
Wzmacniacz operacyjny MCP6002 TSSOP-8 niskoszumny,8L58IM
Mikrokontroler ATtiny85 QFN 16 MHz,IXSJI7
Czujnik temperatury PT100 sonda,V5RXC1
Przekaznik HF46F cewka 9 V styk 1A,G07BRR
Zlacze USB-C 8 pin,EHKW3N
Rezystor metalizowany 2.2 ohm 0.5 W 0.25%,XEEQDT
Rezystor SMD 10 ohm 0603 5% precyzyjny,5CWZKW
Potencjometr obrotowy 50 kOhm precyzyjny SMD,7YO6X2
Kondensator ceramiczny 47 pF 16 V NP0,GOSTGO
Kondensator elektrolityczny 4.7 uF 6.3 V 105C,43BLF8
Kondensator foliowy 4.7 nF 250 V pulsowy,O9L6IZ
Dioda prostownicza 1N4005 SMA 2 A,Z1HO7U
Dioda Schottky SS24 SOD-123 1 A,ITY2U6
Dioda Zenera 5.1 V 1 W MELF,PTB72H
Dioda LED zielona 3 mm ciepla,M9GVST
Tranzystor NPN BC549 TO-18 szybki,3CG5QG
Tranzystor PNP BC559 TO-18 szybki,HSJQXK
Tranzystor MOSFET N-kanal IRLML6344 TO-252 niski Rds(on),9OWHR6
Tranzystor MOSFET P-kanal FQP27P06 SOT-23 niski Rds(on),CWATDC
Stabilizator napiecia 7812 SOT-223 uniwersalny,Z1RA5A
Cewka SMD ekranowana 470 uH 1 A,3C2DOW
Rezonator kwarcowy 16 MHz SMD 5032 50 ppm,EB10D8
Uklad logiczny 74HC14 SOIC-14 przemyslowy,2VA6VR
Wzmacniacz operacyjny MCP6002 TSSOP-8 rail-to-rail,FTH69L
Mikrokontroler ATtiny85 QFN 48 MHz,W88D35
Czujnik temperatury PT100 przemyslowy,BNYO12
Przekaznik HF46F cewka 9 V styk 1C,F5Q180
Zlacze USB-C 10 pin,QFUZM5
Rezystor metalizowany 4.7 ohm 0.125 W 1%,0KVET5
Rezystor SMD 10 ohm 0805 1% niski szum,MTIYIT
Potencjometr obrotowy 100 kOhm liniowy THT,M012IG
Kondensator ceramiczny 47 pF 25 V X7R,C3JD3R
Kondensator elektrolityczny 4.7 uF 10 V radialny,SHXYN2
Kondensator foliowy 10 nF 63 V MKT,VEOEKK
Dioda prostownicza 1N4005 SMB 1 A,L1GYV5
Dioda Schottky SS24 SMA 0.5 A,39LP0R
Dioda Zenera 5.6 V 0.25 W DO-35,LXEOFG
Dioda LED zielona 5 mm standard,EDABQH
Tranzystor NPN 2N2222 TO-92 niskoszumny,WP3A6I
Tranzystor PNP 2N2907 TO-92 niskoszumny,WA24PJ
Tranzystor MOSFET N-kanal IRLML6344 SOT-23 logic level,E4M480
Tranzystor MOSFET P-kanal FQP27P06 SO-8 logic level,8S0K2U
Stabilizator napiecia 78L33 TO-92 liniowy,MW1OJZ
Cewka mocy 1 uH 0.5 A,Y1K416
Rezonator kwarcowy 20 MHz HC-49 20 ppm,3G5XA3
Uklad logiczny 74HC14 TSSOP-14 standard,TZ0L10
Wzmacniacz operacyjny LM2904 DIP-8 niskoszumny,WVXHJ0
Mikrokontroler STM32F030 DIP 8 MHz,WTTN9T
Przekaznik HF46F cewka 12 V styk 1A,WBAVO4
Zlacze micro USB 2 pin,DZBA8Q
Rezystor metalizowany 4.7 ohm 0.125 W 2%,W2G7NV
Rezystor SMD 10 ohm 0805 1% standard,BVPKXR
Potencjometr obrotowy 100 kOhm liniowy SMD,5QKISV
Kondensator ceramiczny 47 pF 25 V C0G,I4B8QZ
Kondensator elektrolityczny 4.7 uF 10 V osiowy,NBNTV0
Kondensator foliowy 10 nF 63 V MKP,UA12XJ
Dioda prostownicza 1N4005 SMB 2 A,ESW60P
Dioda Schottky SS24 SMA 1 A,QS6KMG
Dioda Zenera 5.6 V 0.25 W SOD-123,4WMQ61
Dioda LED zielona 5 mm jasna,5OJRSN
Tranzystor NPN 2N2222 TO-92 uniwersalny,2VFDZX
Tranzystor PNP 2N2907 TO-92 uniwersalny,F41G2V
Tranzystor MOSFET N-kanal IRLML6344 SOT-23 niski Rds(on),XBIKDO
Tranzystor MOSFET P-kanal FQP27P06 SO-8 niski Rds(on),KJ0UE7
Stabilizator napiecia 78L33 TO-92 niski spadek,4ZKRXV
Cewka mocy 1 uH 1 A,HEG8IA
Rezonator kwarcowy 20 MHz HC-49 30 ppm,XXF0ZG
Uklad logiczny 74HC14 TSSOP-14 przemyslowy,BUC0S0
Wzmacniacz operacyjny LM2904 DIP-8 rail-to-rail,N5KWK8
Mikrokontroler STM32F030 DIP 16 MHz,CKNMD2
Przekaznik HF46F cewka 12 V styk 1C,QXNITX
Zlacze micro USB 3 pin,ZNSMNI
Rezystor metalizowany 4.7 ohm 0.125 W 5%,1VI024
Rezystor SMD 10 ohm 0805 1% wysoka stabilnosc,P561YP
Potencjometr obrotowy 100 kOhm logarytmiczny THT,8YLCEE
Kondensator ceramiczny 47 pF 25 V Y5V,4HYU8A
Kondensator elektrolityczny 4.7 uF 10 V Low ESR,F0278Y
Kondensator foliowy 10 nF 63 V PPS,W02RRE
Dioda prostownicza 1N4005 SMC 1 A,E82WSJ
Dioda Schottky SS24 SMB 0.5 A,9R0784
Dioda Zenera 5.6 V 0.25 W SMA,6A85BN
Dioda LED zielona 5 mm superjasna,IP2YKD
Tranzystor NPN 2N2222 TO-92 wysokie wzmocnienie,3LQFW6
Tranzystor PNP 2N2907 TO-92 wysokie wzmocnienie,YLKH2E
Tranzystor MOSFET N-kanal IRLML6344 SO-8 logic level,UV14NZ
Tranzystor MOSFET P-kanal FQP27P06 TO-252 logic level,X2Z1QQ
Stabilizator napiecia 78L33 TO-92 uniwersalny,EUY2OA
Cewka mocy 2.2 uH 0.5 A,YCBQW5
Rezonator kwarcowy 20 MHz HC-49 50 ppm,D6TWDB
Uklad logiczny 74HC14 DIP-16 standard,I0XV9P
Wzmacniacz operacyjny LM2904 SOIC-8 niskoszumny,857FQV
Mikrokontroler STM32F030 DIP 48 MHz,64KHME
Przekaznik HF46F cewka 24 V styk 1A,JMKLA2
Zlacze micro USB 4 pin,VMHKB2
Rezystor metalizowany 4.7 ohm 0.125 W 10%,G2H7KX
Rezystor SMD 10 ohm 0805 1% motoryzacyjny,F81MA0
Potencjometr obrotowy 100 kOhm logarytmiczny SMD,K17MY3
Kondensator ceramiczny 47 pF 25 V NP0,QVUV4V
Kondensator elektrolityczny 4.7 uF 10 V 105C,YQ7ARZ
Kondensator foliowy 10 nF 63 V pulsowy,68SDVT
Dioda prostownicza 1N4005 SMC 2 A,SPI80A
Dioda Schottky SS24 SMB 1 A,EE198P
Dioda Zenera 5.6 V 0.25 W MELF,GGAUAZ
Dioda LED zielona 5 mm dyfuzyjna,8R5ENT
Tranzystor NPN 2N2222 TO-92 szybki,RKXWR1
Tranzystor PNP 2N2907 TO-92 szybki,KEK2CK
Tranzystor MOSFET N-kanal IRLML6344 SO-8 niski Rds(on),I3N1X0
Tranzystor MOSFET P-kanal FQP27P06 TO-252 niski Rds(on),TIPME4
Stabilizator napiecia 78L33 TO-220 liniowy,NUZIJ0
Cewka mocy 2.2 uH 1 A,EWV1PG
Rezonator kwarcowy 20 MHz SMD 3225 20 ppm,L1618Y
Uklad logiczny 74HC14 DIP-16 przemyslowy,ZKEZVR
Wzmacniacz operacyjny LM2904 SOIC-8 rail-to-rail,8XWEUI
Mikrokontroler STM32F030 TQFP 8 MHz,S437Y3
Przekaznik HF46F cewka 24 V styk 1C,WKFXTR
Zlacze micro USB 6 pin,9ELRKV
Rezystor metalizowany 4.7 ohm 0.125 W 0.5%,ZFRANH
Rezystor SMD 10 ohm 0805 1% przemyslowy,XN3EAO
Potencjometr obrotowy 100 kOhm precyzyjny THT,GPAONK
Kondensator ceramiczny 47 pF 50 V X7R,V0KN1R
Kondensator elektrolityczny 4.7 uF 16 V radialny,G8R2JB
Kondensator foliowy 10 nF 100 V MKT,80BBE5
Dioda prostownicza 1N4006 DO-41 1 A,93DBK5
Dioda Schottky SS34 DO-41 0.5 A,74U2G4
Dioda Zenera 5.6 V 0.5 W DO-35,Z2YO9T
Dioda LED zielona 5 mm clear,KJWX20
Tranzystor NPN 2N2222 SOT-23 niskoszumny,XTRBLJ
Tranzystor PNP 2N2907 SOT-23 niskoszumny,XPKD1H
Tranzystor MOSFET N-kanal BS170 TO-220 logic level,MIC7JT
Tranzystor MOSFET P-kanal SI2301 TO-220 logic level,LTTAZ3
Stabilizator napiecia 78L33 TO-220 niski spadek,TZ0JQ0
Cewka mocy 4.7 uH 0.5 A,ZODEAO
Rezonator kwarcowy 20 MHz SMD 3225 30 ppm,8QC1JB
Uklad logiczny 74HC32 DIP-14 standard,JUVU5A
Wzmacniacz operacyjny LM2904 TSSOP-8 niskoszumny,G5GOAC
Mikrokontroler STM32F030 TQFP 16 MHz,F0OSLO
Przekaznik AQY212 cewka 5 V styk 1A,Z52X18
Zlacze micro USB 8 pin,UA4HQ5
Rezystor metalizowany 4.7 ohm 0.125 W 0.25%,JTEZYE
Rezystor SMD 10 ohm 0805 1% precyzyjny,FFC7CU
Potencjometr obrotowy 100 kOhm precyzyjny SMD,YT5SRJ
Kondensator ceramiczny 47 pF 50 V C0G,ZSX2G6
Kondensator elektrolityczny 4.7 uF 16 V osiowy,R49FA6
Kondensator foliowy 10 nF 100 V MKP,KJ1N8E
Dioda prostownicza 1N4006 DO-41 2 A,5J97W5
Dioda Schottky SS34 DO-41 1 A,NJBMCO
Dioda Zenera 5.6 V 0.5 W SOD-123,41IVJA
Dioda LED zielona 5 mm ciepla,A7N8KJ
Tranzystor NPN 2N2222 SOT-23 uniwersalny,C3JV1H
Tranzystor PNP 2N2907 SOT-23 uniwersalny,1TTS72
Tranzystor MOSFET N-kanal BS170 TO-220 niski Rds(on),TAN7RK
Tranzystor MOSFET P-kanal SI2301 TO-220 niski Rds(on),QJYZAV
Stabilizator napiecia 78L33 TO-220 uniwersalny,8H3DJF
Cewka mocy 4.7 uH 1 A,E42UNR
Rezonator kwarcowy 20 MHz SMD 3225 50 ppm,HLWOFS
Uklad logiczny 74HC32 DIP-14 przemyslowy,ZUXPM6
Wzmacniacz operacyjny LM2904 TSSOP-8 rail-to-rail,ACGQ13
Mikrokontroler STM32F030 TQFP 48 MHz,7XX6KQ
Przekaznik AQY212 cewka 5 V styk 1C,NDN0JM
Zlacze micro USB 10 pin,IFVH5T
Rezystor metalizowany 4.7 ohm 0.25 W 1%,GSPLFB
Rezystor SMD 10 ohm 0805 2% niski szum,MVX5AL
Potencjometr obrotowy 200 kOhm liniowy THT,7YJZ9R
Kondensator ceramiczny 47 pF 50 V Y5V,D842JP
Kondensator elektrolityczny 4.7 uF 16 V Low ESR,MJ14XO
Kondensator foliowy 10 nF 100 V PPS,PR1RVI
Dioda prostownicza 1N4006 SMA 1 A,IDRNO7
Dioda Schottky SS34 SOD-123 0.5 A,QH0DNY
Dioda Zenera 5.6 V 0.5 W SMA,DAGDEZ
Dioda LED zielona 0603 standard,CMLII1
Tranzystor NPN 2N2222 SOT-23 wysokie wzmocnienie,912INP
Tranzystor PNP 2N2907 SOT-23 wysokie wzmocnienie,7H69UE
Tranzystor MOSFET N-kanal BS170 TO-252 logic level,498UCD
Tranzystor MOSFET P-kanal SI2301 SOT-23 logic level,YYQ6F0
Stabilizator napiecia 78L33 SOT-223 liniowy,7G5U0T
Cewka mocy 10 uH 0.5 A,TZ6PA9
Rezonator kwarcowy 20 MHz SMD 5032 20 ppm,VV8MNI
Uklad logiczny 74HC32 SOIC-14 standard,WD2HDE
Wzmacniacz operacyjny TLV2372 DIP-8 niskoszumny,GUPT25
Mikrokontroler STM32F030 QFN 8 MHz,D0X3CQ
Przekaznik AQY212 cewka 9 V styk 1A,VQAMI9
Zlacze DC 5.5/2.1 2 pin,A0ZDFK
Rezystor metalizowany 4.7 ohm 0.25 W 2%,X5Y03Y
Rezystor SMD 10 ohm 0805 2% standard,VK9RLE
Potencjometr obrotowy 200 kOhm liniowy SMD,0K44ZO
Kondensator ceramiczny 47 pF 50 V NP0,50XID8
Kondensator elektrolityczny 4.7 uF 16 V 105C,VDXRKF
Kondensator foliowy 10 nF 100 V pulsowy,URY1MI
Dioda prostownicza 1N4006 SMA 2 A,VAEW3W
Dioda Schottky SS34 SOD-123 1 A,41UQQ4
Dioda Zenera 5.6 V 0.5 W MELF,77KYYW
Dioda LED zielona 0603 jasna,9ZWNKQ
Tranzystor NPN 2N2222 SOT-23 szybki,EVFQI1
Tranzystor PNP 2N2907 SOT-23 szybki,ZBLGL3
Tranzystor MOSFET N-kanal BS170 TO-252 niski Rds(on),874DU1
Tranzystor MOSFET P-kanal SI2301 SOT-23 niski Rds(on),D1TFUP
Stabilizator napiecia 78L33 SOT-223 niski spadek,ORHHHG
Cewka mocy 10 uH 1 A,DMO1MI
Rezonator kwarcowy 20 MHz SMD 5032 30 ppm,O06GLV
Uklad logiczny 74HC32 SOIC-14 przemyslowy,URG89A
Wzmacniacz operacyjny TLV2372 DIP-8 rail-to-rail,RGTJVK
Mikrokontroler STM32F030 QFN 16 MHz,RHC6KI
Przekaznik AQY212 cewka 9 V styk 1C,UU54A5
Zlacze DC 5.5/2.1 3 pin,ABHQNT
Rezystor metalizowany 4.7 ohm 0.25 W 5%,F3XDRW
Rezystor SMD 10 ohm 0805 2% wysoka stabilnosc,33M8Q5
Potencjometr obrotowy 200 kOhm logarytmiczny THT,Q3JPNQ
Kondensator ceramiczny 47 pF 100 V X7R,918CXG
Kondensator elektrolityczny 4.7 uF 25 V radialny,E5SOMO
Kondensator foliowy 10 nF 250 V MKT,XCACXZ
Dioda prostownicza 1N4006 SMB 1 A,NZ28HY
Dioda Schottky SS34 SMA 0.5 A,1NGKMC
Dioda Zenera 5.6 V 1 W DO-35,BI378T
Dioda LED zielona 0603 superjasna,XK86ZQ
Tranzystor NPN 2N2222 TO-18 niskoszumny,122YA9
Tranzystor PNP 2N2907 TO-18 niskoszumny,9WO6I6
Tranzystor MOSFET N-kanal BS170 SOT-23 logic level,LXK14I
Tranzystor MOSFET P-kanal SI2301 SO-8 logic level,Q3IKL3
Stabilizator napiecia 78L33 SOT-223 uniwersalny,J1H8FB
Cewka mocy 22 uH 0.5 A,HOJ6MS
Rezonator kwarcowy 20 MHz SMD 5032 50 ppm,WQM1XM
Uklad logiczny 74HC32 TSSOP-14 standard,5QJBKE
Wzmacniacz operacyjny TLV2372 SOIC-8 niskoszumny,MGHK0C
Mikrokontroler STM32F030 QFN 48 MHz,T1MTN4
Przekaznik AQY212 cewka 12 V styk 1A,H8DFG7
Zlacze DC 5.5/2.1 4 pin,YZ8CSE
Rezystor metalizowany 4.7 ohm 0.25 W 10%,1Y1QJA
Rezystor SMD 10 ohm 0805 2% motoryzacyjny,XQJ2GL
Potencjometr obrotowy 200 kOhm logarytmiczny SMD,ZJ3KFT
Kondensator ceramiczny 47 pF 100 V C0G,GSMAJO
Kondensator elektrolityczny 4.7 uF 25 V osiowy,D3CAX2
Kondensator foliowy 10 nF 250 V MKP,D1Y4FF
Dioda prostownicza 1N4006 SMB 2 A,1401FS
Dioda Schottky SS34 SMA 1 A,KK7XDY
Dioda Zenera 5.6 V 1 W SOD-123,AAAIIB
Dioda LED zielona 0603 dyfuzyjna,QZXXNI
Tranzystor NPN 2N2222 TO-18 uniwersalny,9IV11V
Tranzystor PNP 2N2907 TO-18 uniwersalny,SDJQCO
Tranzystor MOSFET N-kanal BS170 SOT-23 niski Rds(on),T6AOJ3
Tranzystor MOSFET P-kanal SI2301 SO-8 niski Rds(on),AA0GQ8
Stabilizator napiecia AMS1117-3.3 TO-92 liniowy,EGEKNB
Cewka mocy 22 uH 1 A,VSFGEM
Rezonator kwarcowy 24 MHz HC-49 20 ppm,RN5HPO
Uklad logiczny 74HC32 TSSOP-14 przemyslowy,IC22NM
Wzmacniacz operacyjny TLV2372 SOIC-8 rail-to-rail,B8ZG73
Mikrokontroler STM32F103 DIP 8 MHz,HOPKYN
Przekaznik AQY212 cewka 12 V styk 1C,01R7XA
Zlacze DC 5.5/2.1 6 pin,A1AAAX
Rezystor metalizowany 4.7 ohm 0.25 W 0.5%,DNY7ER
Rezystor SMD 10 ohm 0805 2% przemyslowy,2ZGQX7
Potencjometr obrotowy 200 kOhm precyzyjny THT,WT7GTX
Kondensator ceramiczny 47 pF 100 V Y5V,YOK7PE
Kondensator elektrolityczny 4.7 uF 25 V Low ESR,9MX394
Kondensator foliowy 10 nF 250 V PPS,3GNA00
Dioda prostownicza 1N4006 SMC 1 A,78L5A6
Dioda Schottky SS34 SMB 0.5 A,5F5CKD
Dioda Zenera 5.6 V 1 W SMA,69IJPV
Dioda LED zielona 0603 clear,VEZ1N0
Tranzystor NPN 2N2222 TO-18 wysokie wzmocnienie,ZW23U0
Tranzystor PNP 2N2907 TO-18 wysokie wzmocnienie,Z5JSPZ
Tranzystor MOSFET N-kanal BS170 SO-8 logic level,KMW3VM
Tranzystor MOSFET P-kanal SI2301 TO-252 logic level,VFM2LT
Stabilizator napiecia AMS1117-3.3 TO-92 niski spadek,3WI0RI
Cewka mocy 47 uH 0.5 A,H4Z1WD
Rezonator kwarcowy 24 MHz HC-49 30 ppm,ENEFGO
Uklad logiczny 74HC32 DIP-16 standard,RKK5RS
Wzmacniacz operacyjny TLV2372 TSSOP-8 niskoszumny,404CKS
Mikrokontroler STM32F103 DIP 16 MHz,B0V2JV
Przekaznik AQY212 cewka 24 V styk 1A,9ZDS3O
Zlacze DC 5.5/2.1 8 pin,JOF880
Rezystor metalizowany 4.7 ohm 0.25 W 0.25%,3XV2L2
Rezystor SMD 10 ohm 0805 2% precyzyjny,760AGH
Potencjometr obrotowy 200 kOhm precyzyjny SMD,J1MVFK
Kondensator ceramiczny 47 pF 100 V NP0,UFMNHP
Kondensator elektrolityczny 4.7 uF 25 V 105C,WMMRMD
Kondensator foliowy 10 nF 250 V pulsowy,OC4NSL
Dioda prostownicza 1N4006 SMC 2 A,GHI3E2
Dioda Schottky SS34 SMB 1 A,4I3VML
Dioda Zenera 5.6 V 1 W MELF,O3EHCE
Dioda LED zielona 0603 ciepla,XQ56F1
Tranzystor NPN 2N2222 TO-18 szybki,YW5HXS
Tranzystor PNP 2N2907 TO-18 szybki,YMWU0W
Tranzystor MOSFET N-kanal BS170 SO-8 niski Rds(on),9LVQHG
